X,Y,BusStopID,CreateDate,LastEditDate
1568104.0958,5180332.4489,5260,,
1568106.1196,5180316.3657,5261,,
1568105.9827,5186116.3792,5262,,
1568107.5838,5175246.417,5263,,
1568109.0218,5186128.7213,5264,,
1568111.0559,5178889.5947,5265,,
1568117.5529,5176828.3872,5266,,
1568122.9306,5185650.7837,5267,,
1568128.028,5178895.095,5268,,
1568142.5278,5174547.9906,5269,,
1568145.9687,5185663.1871,5270,,
1568147.9023,5185398.0509,5271,,
1568159.8978,5185395.7642,5272,,
1568171.0546,5180582.9206,5273,,
1568175.1898,5180597.0671,5274,,
1568192.8816,5180041.5226,5275,,
1568195.8071,5186405.2274,5276,,
1568210.4896,5186474.8981,5277,,
1568212.0014,5186668.694,5278,,
1568213.1083,5179984.8104,5279,,
1568216.643,5183950.3804,5280,,
1568221.6526,5186671.7382,5281,,
1568227.9287,5176713.5504,5282,,
1568242.189,5179591.5798,5283,,
1568249.3747,5179655.9849,5284,,
1568250.2282,5184270.9154,5285,,
1568257.1445,5182380.0951,5286,,
1568261.4055,5182402.1275,5287,,
1568264.7589,5181338.668,5288,,
1568287.5056,5184843.3969,5289,,
1568291.2408,5176673.9119,5290,,
1568302.2012,5184849.6077,5291,,
1568314.9528,5178495.6801,5292,,
1568332.6754,5178622.8736,5293,,
1568332.9254,5181267.5549,5294,,
1568337.4196,5178639.5774,5295,,
1568338.0107,5184039.1457,5296,,
1568345.1673,5185335.3658,5297,,
1568348.5574,5185348.7534,5298,,
1568352.0911,5186878.7464,5299,,
1568357.9926,5184091.7158,5300,,
1568359.5395,5188138.1457,5301,,
1568362.1764,5178503.266,5302,,
1568373.7674,5186853.1378,5303,,
1568378.8811,5176494.6715,5304,,
1568391.2806,5183760.9783,5305,,
1568398.0813,5183776.1923,5306,,
1568410.5347,5188144.3377,5307,,
1568418.0436,5180591.3488,5308,,
1568431.4769,5180606.2719,5309,,
1568436.2987,5177416.3881,5310,,
1568436.6405,5177403.8286,5311,,
1568441.0976,5177182.4146,5312,,
1568450.4851,5184728.782,5313,,
1568456.437,5182062.5767,5314,,
1568470.741,5184228.1053,5315,,
1568472.4729,5184730.0956,5316,,
1568476.0028,5177162.4764,5317,,
1568478.9736,5176443.6205,5318,,
1568484.5905,5180360.454,5319,,
1568487.4188,5180374.2277,5320,,
1568492.6882,5182053.9728,5321,,
1568503.5528,5183595.5691,5322,,
1568507.166,5182120.9659,5323,,
1568509.9986,5184291.3936,5324,,
1568515.2828,5184319.8498,5325,,
1568530.7095,5184340.6903,5326,,
1568540.9736,5186823.7569,5327,,
1568544.0492,5175311.6601,5328,,
1568555.1679,5178668.1322,5329,,
1568556.6503,5182143.2319,5330,,
1568562.2479,5183534.8491,5331,,
1568570.9571,5175302.3792,5332,,
1568585.2212,5177524.5274,5333,,
1568585.6972,5176473.219,5334,,
1568586.2175,5177979.8958,5335,,
1568587.6832,5178713.3863,5336,,
1568596.7432,5181125.1236,5337,,
1568598.9225,5177548.2587,5338,,
1568604.1349,5180611.8005,5339,,
1568610.4548,5185320.9373,5340,,
1568612.4024,5180625.5219,5341,,
1568617.2729,5177965.1921,5342,,
1568627.447,5181949.417,5343,,
1568634.8238,5184459.3335,5344,,
1568637.6427,5181049.2821,5345,,
1568639.4938,5175762.3077,5346,,
1568640.2269,5175885.4011,5347,,
1568644.908,5184500.695,5348,,
1568654.1773,5183373.4849,5349,,
1568668.5711,5175703.8139,5350,,
1568669.1809,5181934.8627,5351,,
1568673.056,5176921.5727,5352,,
1568675.8109,5186835.5246,5353,,
1568679.8843,5176891.3735,5354,,
1568690.3563,5183345.3773,5355,,
1568694.2098,5176512.5308,5356,,
1568716.2579,5175918.0194,5357,,
1568733.4915,5177806.7716,5358,,
1568735.5308,5181787.1828,5359,,
1568764.8141,5185326.0976,5360,,
1568767.124,5183208.0189,5361,,
1568768.2846,5181753.317,5362,,
1568769.3958,5178844.3752,5363,,
1568769.6693,5177786.3713,5364,,
1568795.1009,5180917.6078,5365,,
1568803.8292,5175349.5009,5366,,
1568805.9283,5175337.416,5367,,
1568830.6259,5184740.5373,5368,,
1568830.8429,5178912.5524,5369,,
1568832.5596,5187707.7166,5370,,
1568842.9847,5183119.2111,5371,,
1568847.4889,5175400.0147,5372,,
1568851.6474,5181596.086,5373,,
1568853.9338,5181563.1226,5374,,
1568859.2741,5176544.5956,5375,,
1568860.2113,5187768.6386,5376,,
1568874.0751,5184827.321,5377,,
1568875.1855,5176542.5481,5378,,
1568875.2476,5188207.0055,5379,,
1568878.6024,5175391.0076,5380,,
1568898.6074,5176268.6227,5381,,
1568900.235,5186989.694,5382,,
1568908.5094,5176303.2755,5383,,
1568908.6291,5187011.1451,5384,,
1568923.1514,5182976.3359,5385,,
1568924.7029,5178970.5946,5386,,
1568930.736,5176039.3843,5387,,
1568947.2494,5185075.5566,5388,,
1568948.7364,5176021.9087,5389,,
1568950.7154,5181378.1318,5390,,
1568968.5776,5177521.434,5391,,
1568970.1563,5185040.8781,5392,,
1568976.1758,5185605.2696,5393,,
1568979.7731,5180130.4396,5394,,
1568980.6458,5185237.1255,5395,,
1568982.5561,5178078.4056,5396,,
1568985.5872,5182908.8215,5397,,
1568986.744,5178870.393,5398,,
1568989.481,5185859.4698,5399,,
1568992.066,5180093.102,5400,,
1568992.3255,5182425.5941,5401,,
1568999.9102,5185603.7463,5402,,
1569003.8937,5186115.7518,5403,,
1569013.0683,5185844.3965,5404,,
1569017.2865,5186372.5177,5405,,
1569021.2526,5178053.251,5406,,
1569027.6062,5186114.1173,5407,,
1569030.9827,5186626.8637,5408,,
1569032.125,5176734.3556,5409,,
1569038.6552,5182440.3565,5410,,
1569038.9261,5188101.7308,5411,,
1569043.0066,5186400.5787,5412,,
1569044.7042,5184858.0385,5413,,
1569045.0726,5177450.7408,5414,,
1569055.3222,5181184.5239,5415,,
1569055.3756,5186627.1424,5416,,
1569059.2592,5185989.5756,5417,,
1569062.2928,5178885.6235,5418,,
1569063.7646,5182768.412,5419,,
1569065.1496,5181196.8191,5420,,
1569067.5418,5179089.7006,5421,,
1569077.7192,5187163.7201,5422,,
1569078.7202,5176788.1576,5423,,
1569081.5923,5187100.6003,5424,,
1569090.2806,5186002.4123,5425,,
1569092.2493,5184853.0593,5426,,
1569096.9489,5176059.9761,5427,,
1569113.1768,5182719.7724,5428,,
1569122.3502,5187310.9792,5429,,
1569131.5889,5177325.7505,5430,,
1569173.5399,5182604.4351,5431,,
1569176.978,5175634.3218,5432,,
1569181.495,5187695.3059,5433,,
1569188.166,5175629.9085,5434,,
1569189.7317,5187687.8804,5435,,
1569192.7119,5177899.0088,5436,,
1569194.1843,5177882.6673,5437,,
1569194.5108,5177270.8418,5438,,
1569210.4993,5179164.6461,5439,,
1569217.04,5176165.7589,5440,,
1569248.6273,5182523.0159,5441,,
1569261.67,5177020.5501,5442,,
1569266.9133,5176949.6168,5443,,
1569272.3747,5177212.2803,5444,,
1569275.9339,5182451.9841,5445,,
1569290.8589,5185990.0027,5446,,
1569297.2451,5185976.4603,5447,,
1569312.2882,5179888.8087,5448,,
1569313.214,5179135.7735,5449,,
1569332.9032,5179898.8872,5450,,
1569332.8623,5184657.3721,5451,,
1569335.6036,5182393.6497,5452,,
1569338.5869,5184678.7217,5453,,
1569345.7744,5181153.7022,5454,,
1569356.3298,5177282.3551,5455,,
1569357.0587,5177301.3944,5456,,
1569368.7111,5175815.0086,5457,,
1569370.042,5182312.8766,5458,,
1569386.4507,5177014.4564,5459,,
1569390.1302,5181190.2212,5460,,
1569393.3059,5187985.06,5461,,
1569395.2146,5178047.7129,5462,,
1569404.6315,5177012.6623,5463,,
1569417.4017,5178083.8756,5464,,
1569439.7261,5179066.7147,5465,,
1569440.4167,5178808.2782,5466,,
1569442.2211,5178610.4973,5467,,
1569445.1737,5178233.0798,5468,,
1569452.2293,5178786.675,5469,,
1569452.2571,5179100.4232,5470,,
1569455.9463,5178612.3589,5471,,
1569457.3179,5178419.0629,5472,,
1569458.6364,5178219.6692,5473,,
1569461.0176,5188024.4825,5474,,
1569471.8558,5178067.7973,5475,,
1569476.5466,5179444.7568,5476,,
1569482.3544,5178073.7424,5477,,
1569486.5053,5188018.1565,5478,,
1569489.8775,5179816.8388,5479,,
1569493.4011,5179167.0359,5480,,
1569498.9608,5179444.4698,5481,,
1569513.2831,5179824.4861,5482,,
1569515.6584,5178891.2496,5483,,
1569518.3355,5185977.5646,5484,,
1569519.6754,5182052.5637,5485,,
1569521.0161,5182084.8996,5486,,
1569550.71,5181262.5068,5487,,
1569552.4582,5185962.9036,5488,,
1569560.8302,5176431.1314,5489,,
1569562.9375,5187130.2907,5490,,
1569571.2337,5176788.9749,5491,,
1569572.5353,5176808.2944,5492,,
1569577.2045,5187023.2158,5493,,
1569592.4706,5181263.8841,5494,,
1569595.2364,5176475.1789,5495,,
1569599.4948,5177912.7458,5496,,
1569600.8006,5178314.9939,5497,,
1569608.0202,5181884.3733,5498,,
1569610.9838,5182223.0886,5499,,
1569613.5621,5178283.3214,5500,,
1569615.5675,5178915.2471,5501,,
1569622.7741,5181890.8149,5502,,
1569636.4835,5188332.5663,5503,,
1569644.4357,5175655.4548,5504,,
1569650.4742,5177869.7179,5505,,
1569652.3627,5188430.0482,5506,,
1569660.0546,5175056.6686,5507,,
1569662.8267,5179135.9728,5508,,
1569668.6277,5175610.9617,5509,,
1569671.4129,5187956.087,5510,,
1569672.7658,5175154.4717,5511,,
1569676.149,5175965.9381,5512,,
1569681.9042,5175051.2254,5513,,
1569684.2915,5175361.0655,5514,,
1569687.7714,5175952.9964,5515,,
1569705.1019,5175342.7677,5516,,
1569716.1571,5181715.5823,5517,,
1569717.5443,5181678.5387,5518,,
1569722.6604,5177763.2026,5519,,
1569723.6742,5179167.6775,5520,,
1569724.8554,5182286.1959,5521,,
1569743.3939,5177756.388,5522,,
1569766.2943,5185951.2617,5523,,
1569773.271,5188686.8614,5524,,
1569780.1342,5178278.1532,5525,,
1569784.495,5185962.9825,5526,,
1569799.8242,5188688.8018,5527,,
1569804.3993,5181548.3773,5528,,
1569806.5295,5181514.9576,5529,,
1569818.1483,5174979.9158,5530,,
1569822.0035,5181166.3295,5531,,
1569833.7541,5177627.7632,5532,,
1569834.6353,5174999.8256,5533,,
1569840.9485,5186198.8715,5534,,
1569845.8073,5187008.6863,5535,,
1569847.6077,5179748.1405,5536,,
1569848.637,5178265.6667,5537,,
1569854.3534,5186187.248,5538,,
1569859.7923,5186524.317,5539,,
1569866.0468,5179674.1343,5540,,
1569868.4775,5186501.1554,5541,,
1569872.4933,5188897.3525,5542,,
1569872.9527,5186762.7992,5543,,
1569882.3113,5179136.9712,5544,,
1569886.2606,5176069.2717,5545,,
1569886.1208,5186815.2228,5546,,
1569888.4938,5188876.4004,5547,,
1569895.9938,5181342.6925,5548,,
1569897.4327,5176054.062,5549,,
1569899.1267,5187054.2483,5550,,
1569914.9511,5180238.1103,5551,,
1569933.9306,5178871.3219,5552,,
1569934.2404,5177628.9024,5553,,
1569934.2625,5177611.3325,5554,,
1569935.8817,5178677.2289,5555,,
1569936.571,5178362.5176,5556,,
1569941.4566,5180483.6069,5557,,
1569943.7967,5180771.7538,5558,,
1569948.8773,5178831.4511,5559,,
1569949.5403,5178715.7172,5560,,
1569952.4287,5178387.8217,5561,,
1569954.2929,5180267.5841,5562,,
1569960.878,5180790.3773,5563,,
1569995.033,5181289.3596,5564,,
1569997.6624,5181151.0673,5565,,
1570010.2851,5189202.3142,5566,,
1570019.9328,5183728.8493,5567,,
1570028.7104,5179168.8784,5568,,
1570036.7967,5189203.1651,5569,,
1570077.1951,5180998.3133,5570,,
1570078.2779,5183682.1638,5571,,
1570104.6618,5182515.1912,5572,,
1570116.5699,5179138.6168,5573,,
1570120.2792,5179539.9748,5574,,
1570124.1799,5177785.3914,5575,,
1570129.114,5177772.9633,5576,,
1570133.5806,5182501.3816,5577,,
1570141.3662,5189481.4995,5578,,
1570143.7894,5180220.6945,5579,,
1570145.7554,5183533.998,5580,,
1570162.9012,5189469.8337,5581,,
1570175.383,5176158.0679,5582,,
1570183.9388,5175042.9015,5583,,
1570190.3784,5180884.8232,5584,,
1570195.2831,5179724.0584,5585,,
1570199.2972,5176161.2061,5586,,
1570200.0413,5179170.3512,5587,,
1570204.8665,5175064.9403,5588,,
1570218.1542,5183451.39,5589,,
1570235.2151,5189677.2345,5590,,
1570254.2938,5182295.4216,5591,,
1570265.5202,5189688.0188,5592,,
1570273.6806,5182289.0991,5593,,
1570280.8743,5183332.1664,5594,,
1570292.2424,5182138.3275,5595,,
1570323.9116,5179139.5468,5596,,
1570337.3235,5183276.0968,5597,,
1570340.8997,5179171.2298,5598,,
1570341.4936,5180164.4955,5599,,
1570342.6221,5179928.8847,5600,,
1570342.7258,5189851.6159,5601,,
1570353.1292,5176196.2719,5602,,
1570383.2197,5174913.3085,5603,,
1570385.6235,5189991.3171,5604,,
1570394.2396,5181110.3111,5605,,
1570395.9076,5180946.2261,5606,,
1570395.9247,5180707.4233,5607,,
1570398.561,5180527.1387,5608,,
1570400.7802,5174924.4922,5609,,
1570407.0842,5183146.9742,5610,,
1570415.0996,5177973.3287,5611,,
1570422.4386,5180755.2406,5612,,
1570432.7566,5183134.6927,5613,,
1570460.0697,5190100.9259,5614,,
1570471.9707,5190171.8226,5615,,
1570533.3219,5190252.8532,5616,,
1570534.0324,5182983.5951,5617,,
1570537.8308,5179733.654,5618,,
1570537.9667,5179684.2324,5619,,
1570541.4458,5184307.6105,5620,,
1570551.578,5176154.7309,5621,,
1570551.8897,5179733.7156,5622,,
1570553.1605,5179683.4105,5623,,
1570553.5198,5182110.7784,5624,,
1570553.5825,5184342.6254,5625,,
1570554.9071,5177963.1146,5626,,
1570558.2101,5182921.0296,5627,,
1570564.7275,5179543.9908,5628,,
1570569.7857,5182095.2567,5629,,
1570571.0847,5179175.3515,5630,,
1570571.3707,5174572.9876,5631,,
1570576.335,5189790.8684,5632,,
1570581.129,5174586.5466,5633,,
1570584.4413,5179141.7696,5634,,
1570594.7823,5179681.0383,5635,,
1570595.8288,5190432.9418,5636,,
1570620.5102,5182040.4702,5637,,
1570620.852,5181893.7496,5638,,
1570622.8855,5181517.0742,5639,,
1570624.3112,5181344.2589,5640,,
1570625.3511,5181146.9197,5641,,
1570626.179,5180914.8841,5642,,
1570627.4591,5182840.6691,5643,,
1570633.8561,5182008.6874,5644,,
1570634.1565,5179327.67,5645,,
1570634.6056,5181820.3875,5646,,
1570636.4386,5181539.4232,5647,,
1570637.349,5181330.9219,5648,,
1570639.5169,5181073.215,5649,,
1570640.3643,5180940.2124,5650,,
1570640.5376,5178912.0074,5651,,
1570641.6592,5178670.1212,5652,,
1570644.8799,5178419.2703,5653,,
1570646.372,5176252.1694,5654,,
1570648.371,5178165.6884,5655,,
1570650.3943,5179315.1577,5656,,
1570653.4489,5178824.8142,5657,,
1570655.1342,5178581.3867,5658,,
1570655.5026,5177881.2361,5659,,
1570656.8542,5175915.9541,5660,,
1570658.0522,5178364.608,5661,,
1570658.5803,5177663.0141,5662,,
1570662.1724,5177349.2149,5663,,
1570665.3877,5177064.3231,5664,,
1570665.7251,5178120.7511,5665,,
1570667.1835,5176902.8254,5666,,
1570672.6492,5176722.0968,5667,,
1570672.7247,5177757.2004,5668,,
1570673.9437,5177553.8746,5669,,
1570677.5851,5177332.201,5670,,
1570680.2886,5177062.6334,5671,,
1570680.8615,5176905.5284,5672,,
1570682.8205,5176410.6358,5673,,
1570688.377,5176680.6617,5674,,
1570697.034,5176436.5863,5675,,
1570702.3803,5182701.093,5676,,
1570717.7967,5184036.4937,5677,,
1570723.9487,5184010.6546,5678,,
1570736.0731,5182674.9294,5679,,
1570742.1728,5175887.6059,5680,,
1570743.1727,5182150.3106,5681,,
1570757.2406,5182417.1947,5682,,
1570766.6193,5182200.934,5683,,
1570770.8641,5182459.2125,5684,,
1570869.2999,5180918.4074,5685,,
1570872.4854,5180427.5327,5686,,
1570872.9674,5183776.5977,5687,,
1570882.1882,5181194.9488,5688,,
1570884.5785,5180855.7132,5689,,
1570885.9053,5180683.7081,5690,,
1570887.7777,5183773.1189,5691,,
1570888.0761,5180313.0632,5692,,
1570902.4646,5183672.8951,5693,,
1570919.6274,5183663.7624,5694,,
1570921.4307,5181294.518,5695,,
1570924.4752,5179548.2001,5696,,
1570940.0865,5175793.5302,5697,,
1570968.6133,5179144.5732,5698,,
1571015.1705,5175754.0836,5699,,
1571015.1956,5178311.8273,5700,,
1571019.4689,5178338.0673,5701,,
1571021.4664,5180276.7341,5702,,
1571025.9955,5183489.6012,5703,,
1571027.8125,5179177.6916,5704,,
1571031.3911,5180289.4489,5705,,
1571032.0411,5182098.8961,5706,,
1571032.0211,5183800.729,5707,,
1571043.9723,5182111.7972,5708,,
1571054.0418,5183464.8555,5709,,
1571072.7646,5181264.0626,5710,,
1571085.6612,5183820.2064,5711,,
1571133.3166,5183250.3056,5712,,
1571134.6229,5183234.1408,5713,,
1571148.1131,5181295.6277,5714,,
1571186.7786,5179176.2428,5715,,
1571198.4172,5179684.2076,5716,,
1571202.5361,5183079.6805,5717,,
1571217.3167,5183078.9441,5718,,
1571218.5869,5175760.9118,5719,,
1571252.226,5178314.023,5720,,
1571254.4048,5179511.8143,5721,,
1571269.7702,5183962.0968,5722,,
1571270.629,5180275.4713,5723,,
1571271.4039,5178340.4377,5724,,
1571284.9862,5175820.081,5725,,
1571294.8862,5180290.7903,5726,,
1571296.731,5180048.0193,5727,,
1571298.6655,5196184.556,5728,,
1571306.1578,5179146.0008,5729,,
1571307.6631,5194282.3906,5730,,
1571314.1607,5180034.6553,5731,,
1571318.7052,5194298.2856,5732,,
1571327.8704,5182100.9633,5733,,
1571328.4775,5182889.6833,5734,,
1571332.4472,5179549.5196,5735,,
1571336.716,5182900.8023,5736,,
1571371.7596,5182592.9479,5737,,
1571374.1006,5181338.4412,5738,,
1571374.4243,5182331.4676,5739,,
1571375.3255,5182172.8883,5740,,
1571375.4736,5184017.2555,5741,,
1571375.8539,5194046.8811,5742,,
1571376.7701,5181882.8379,5743,,
1571379.6348,5181555.366,5744,,
1571385.3385,5182610.3089,5745,,
1571388.2491,5182330.8267,5746,,
1571389.7833,5182144.9737,5747,,
1571391.3051,5181872.7266,5748,,
1571393.559,5181506.2809,5749,,
1571394.4781,5181364.3273,5750,,
1571398.2065,5196154.9481,5751,,
1571403.5626,5194031.5059,5752,,
1571413.5198,5178315.0445,5753,,
1571436.8895,5176055.4354,5754,,
1571455.3081,5178714.4311,5755,,
1571455.8204,5184088.4642,5756,,
1571457.8501,5178266.3439,5757,,
1571459.9169,5177990.9211,5758,,
1571462.8815,5179457.3944,5759,,
1571475.1405,5178174.2811,5760,,
1571476.4175,5177987.7038,5761,,
1571480.9548,5176107.4218,5762,,
1571481.4345,5178514.6433,5763,,
1571516.6646,5184112.5221,5764,,
1571537.6243,5194813.8557,5765,,
1571554.7773,5193629.6137,5766,,
1571559.7247,5176349.3479,5767,,
1571562.9751,5194830.2215,5768,,
1571573.3753,5178337.1576,5769,,
1571577.2007,5177805.391,5770,,
1571577.6421,5176353.8774,5771,,
1571599.4844,5193549.3735,5772,,
1571611.1641,5180292.0446,5773,,
1571620.133,5191023.6879,5774,,
1571621.9793,5179389.899,5775,,
1571627.664,5180278.8203,5776,,
1571633.6015,5177772.1889,5777,,
1571637.004,5191107.3973,5778,,
1571656.3785,5177192.7011,5779,,
1571672.0814,5177207.6717,5780,,
1571672.068,5183899.8539,5781,,
1571683.6259,5183906.4884,5782,,
1571684.3633,5178285.2388,5783,,
1571699.476,5179551.5639,5784,,
1571709.3676,5182706.9025,5785,,
1571722.8486,5180037.9419,5786,,
1571731.9534,5196048.349,5787,,
1571736.536,5184136.9938,5788,,
1571742.3875,5181066.3013,5789,,
1571744.308,5180470.9135,5790,,
1571747.571,5181346.34,5791,,
1571757.634,5195194.8536,5792,,
1571758.5162,5176715.1347,5793,,
1571765.885,5184086.9623,5794,,
1571767.4096,5192074.044,5795,,
1571770.802,5192122.2465,5796,,
1571772.4304,5176719.2692,5797,,
1571773.511,5181100.5943,5798,,
1571773.9355,5181513.5302,5799,,
1571774.3665,5182691.6271,5800,,
1571774.7051,5180521.6737,5801,,
1571783.4525,5180763.3339,5802,,
1571795.3892,5195359.6883,5803,,
1571804.4504,5177602.8625,5804,,
1571808.8457,5177623.7605,5805,,
1571810.8266,5180170.9624,5806,,
1571825.7323,5183474.6057,5807,,
1571828.9778,5177039.552,5808,,
1571832.4162,5183019.3426,5809,,
1571835.4048,5182502.4696,5810,,
1571836.71,5181555.7409,5811,,
1571837.2931,5182053.4273,5812,,
1571838.3577,5195443.9718,5813,,
1571840.9398,5183499.558,5814,,
1571841.2069,5181780.8126,5815,,
1571847.3197,5183043.2829,5816,,
1571850.7707,5182328.7134,5817,,
1571852.9814,5181937.6014,5818,,
1571854.1227,5181753.7457,5819,,
1571857.5337,5195545.5143,5820,,
1571870.7384,5179662.4108,5821,,
1571878.8308,5177083.0526,5822,,
1571878.8914,5192582.758,5823,,
1571894.6411,5192607.001,5824,,
1571897.935,5178219.4768,5825,,
1571901.5743,5178243.6145,5826,,
1571912.0372,5195664.862,5827,,
1571914.4917,5195715.3813,5828,,
1571940.7734,5176193.5773,5829,,
1571951.2446,5184017.3475,5830,,
1571955.3048,5179555.2796,5831,,
1571960.0098,5176141.3367,5832,,
1571962.7161,5182708.0631,5833,,
1571969.4541,5182695.3748,5834,,
1571977.26,5177507.4735,5835,,
1571980.2388,5176065.9771,5836,,
1571982.8068,5177494.458,5837,,
1571983.1449,5176459.0799,5838,,
1571983.8843,5180159.7136,5839,,
1571985.0545,5177255.7525,5840,,
1571993.4005,5176083.7463,5841,,
1571995.2355,5176466.6269,5842,,
1572015.9291,5177231.4367,5843,,
1572019.0784,5196029.5318,5844,,
1572028.3918,5180171.2715,5845,,
1572031.2074,5196020.7085,5846,,
1572063.2611,5176446.8749,5847,,
1572086.2685,5175777.0816,5848,,
1572088.1081,5183966.8623,5849,,
1572091.3219,5176418.5044,5850,,
1572094.1803,5196211.0667,5851,,
1572101.1364,5196274.2095,5852,,
1572103.5382,5175608.7843,5853,,
1572105.306,5179667.8864,5854,,
1572106.2175,5177039.7875,5855,,
1572106.8252,5182956.5707,5856,,
1572114.2576,5182967.441,5857,,
1572128.2181,5177030.1165,5858,,
1572135.4284,5183902.7324,5859,,
1572150.4239,5183153.1501,5860,,
1572151.3243,5196425.111,5861,,
1572154.2851,5176573.5408,5862,,
1572157.1334,5176330.7282,5863,,
1572158.161,5183145.1636,5864,,
1572161.5019,5196410.3822,5865,,
1572171.2721,5179655.6656,5866,,
1572172.876,5176291.089,5867,,
1572181.8273,5182731.6179,5868,,
1572189.427,5183535.125,5869,,
1572191.0458,5176609.0773,5870,,
1572194.7246,5183452.4293,5871,,
1572195.6175,5180159.3933,5872,,
1572222.4057,5181377.5383,5873,,
1572226.417,5183622.4377,5874,,
1572232.0168,5182710.3573,5875,,
1572232.4817,5181599.2343,5876,,
1572233.5353,5183725.3642,5877,,
1572235.0728,5181396.4598,5878,,
1572237.2969,5181233.6099,5879,,
